Customer_Key,Type,Segment,Recency,Frequency,Monetary,Tenure,Streaming,RFMscore,RFMSscore
14011548,BTC,3,4,2,2,2,3,8,11
14011550,BTC,1,3,3,2,3,1,8,9
14011552,BTC,2,2,4,4,4,1,10,11
14011562,BTC,1,1,2,1,2,2,4,6
14011614,BTS,2,1,3,4,4,1,8,9
14011618,BTC,2,1,4,4,4,3,9,12
14011700,BTC,2,1,3,4,4,1,8,9
14011840,Unknown,NA,1,3,4,4,3,8,11
14011845,BTS,2,4,4,4,4,2,12,14
14011865,BTC,NA,1,2,2,1,NA,5,NA
14011867,Unknown,NA,1,3,4,4,4,8,12
14011909,BTC,NA,1,3,4,4,NA,8,NA
14011926,BTC,2,4,4,4,4,1,12,13
14011958,BTC,2,1,4,4,4,2,9,11
14011975,BTC,3,4,2,2,2,4,8,12
14012041,BTC,2,2,4,4,4,4,10,14
14012064,Unknown,NA,3,1,2,1,3,6,9
14012105,Unknown,NA,1,2,2,2,4,5,9
14012107,BTC,1,4,1,1,1,2,6,8
14012248,BTC,2,1,4,4,4,4,9,13
14012366,BTC,2,3,4,3,4,1,10,11
14012373,BTS,1,2,1,1,1,2,4,6
14012514,BTC,2,2,3,4,4,4,9,13
14012543,BTC,1,2,2,2,2,1,6,7
14012614,BTC,3,2,2,1,2,3,5,8
14012660,BTB,2,1,3,4,4,4,8,12
14012758,BTC,3,2,2,3,3,4,7,11
14012939,BTC,1,4,2,2,1,1,8,9
14012968,BTC,1,3,2,2,2,2,7,9
14013003,BTC,3,3,3,3,2,4,9,13
14013012,Unknown,NA,2,3,4,4,2,9,11
14013034,BTC,3,2,3,1,2,3,6,9
14013062,BTS,2,4,4,4,4,1,12,13
14013080,BTC,1,2,1,1,1,1,4,5
14013117,BTC,2,4,3,4,3,1,11,12
14013126,BTC,3,2,3,2,4,3,7,10
14013138,Unknown,NA,2,3,4,4,4,9,13
14013158,BTC,NA,2,2,1,2,NA,5,NA
14013278,BTB,2,1,3,4,4,2,8,10
14013332,BTC,2,2,4,3,4,4,9,13
14013384,Unknown,NA,2,3,4,4,4,9,13
14013390,BTS,2,2,3,4,4,1,9,10
14013410,BTC,2,3,4,3,2,1,10,11
14013411,Unknown,NA,2,3,4,4,4,9,13
14013425,BTC,3,1,2,1,2,4,4,8
14013444,BTC,2,2,3,4,4,2,9,11
14013453,BTC,2,2,3,4,4,4,9,13
14013481,Unknown,NA,2,3,4,4,4,9,13
14013522,BTC,2,2,3,4,4,1,9,10
14013560,BTC,2,2,4,3,4,3,9,12
14013573,BTC,2,4,4,4,3,2,12,14
14013582,BTC,2,1,3,4,4,2,8,10
14013592,BTC,2,2,3,4,4,3,9,12
14013632,BTC,1,1,1,2,1,1,4,5
14013650,BTC,2,2,3,4,4,2,9,11
14013665,BTB,1,2,1,1,3,1,4,5
14013713,BTC,2,2,4,4,4,4,10,14
14013720,BTC,NA,4,3,4,4,NA,11,NA
14013731,BTB,3,2,3,4,4,1,9,10
14013763,BTC,1,3,1,1,2,3,5,8
14013764,BTC,2,4,4,3,4,1,11,12
14013766,BTC,1,2,1,1,1,3,4,7
14013777,Unknown,NA,3,3,4,3,4,10,14
14013794,BTC,NA,2,2,3,2,NA,7,NA
14013819,BTC,2,2,4,4,4,1,10,11
14013849,BTC,2,2,4,4,4,2,10,12
14013871,BTC,3,3,2,3,2,4,8,12
14013947,BTC,2,3,4,4,4,1,11,12
14014058,BTC,2,3,4,3,4,2,10,12
14014072,Unknown,NA,2,1,1,3,3,4,7
14014074,BTC,2,3,3,3,4,1,9,10
14014090,Unknown,NA,1,1,1,1,4,3,7
14014100,BTC,1,3,2,2,1,1,7,8
14014108,BTC,2,2,4,3,2,2,9,11
14014118,Unknown,NA,2,3,4,4,1,9,10
14014144,BTC,3,1,3,3,3,4,7,11
14014149,BTC,2,2,3,4,4,4,9,13
14014180,BTC,2,2,3,4,4,1,9,10
14014218,Unknown,NA,2,3,4,4,1,9,10
14014251,BTC,2,3,4,4,4,2,11,13
14014257,BTC,1,3,2,2,3,1,7,8
14014258,Unknown,NA,2,3,4,4,4,9,13
14014278,BTC,2,2,3,3,3,1,8,9
14014282,BTC,2,2,3,4,4,1,9,10
14014299,Unknown,NA,2,3,4,4,4,9,13
14014352,BTS,1,2,1,1,1,1,4,5
14014390,BTS,2,2,3,4,4,2,9,11
14014391,BTC,3,2,2,2,3,3,6,9
14014433,BTC,3,4,4,1,3,3,9,12
14014435,Unknown,NA,1,1,1,1,3,3,6
14014455,Unknown,NA,1,2,2,2,2,5,7
14014468,Unknown,NA,4,2,2,2,4,8,12
14014502,Unknown,NA,3,1,1,1,3,5,8
14014511,Unknown,NA,2,2,3,2,4,7,11
14014531,BTC,2,2,4,4,4,4,10,14
14014591,Unknown,NA,2,3,4,4,3,9,12
14014609,BTC,NA,2,3,4,4,NA,9,NA
14014640,BTC,2,2,3,4,4,1,9,10
14014678,BTC,NA,3,2,1,1,NA,6,NA
14014691,BTC,2,2,4,3,4,1,9,10
14014706,BTC,2,2,4,4,4,4,10,14
14014716,Unknown,NA,1,3,4,4,4,8,12
14014771,BTB,1,4,2,2,2,2,8,10
14014780,BTC,NA,2,1,2,1,NA,5,NA
14014811,BTC,2,2,3,4,4,1,9,10
14014812,BTS,2,2,4,4,4,1,10,11
14014855,BTB,2,2,3,4,3,2,9,11
14014873,BTC,NA,3,4,4,4,NA,11,NA
14014878,BTC,1,1,2,2,2,1,5,6
14014907,Unknown,NA,2,3,4,4,4,9,13
14014938,BTC,2,2,4,4,4,4,10,14
14015039,BTC,2,2,3,3,3,1,8,9
14015086,BTS,3,3,4,2,4,4,9,13
14015113,BTC,2,2,3,4,4,1,9,10
14015120,Unknown,NA,1,1,3,4,NA,5,NA
14015147,BTC,2,1,4,4,4,1,9,10
14015284,BTS,2,4,4,3,4,1,11,12
14015303,BTC,2,1,4,4,4,3,9,12
14015320,BTC,2,2,3,4,4,3,9,12
14015328,BTC,1,3,2,2,2,1,7,8
14015336,BTC,3,1,2,4,4,4,7,11
14015449,Unknown,NA,1,1,3,4,4,5,9
14015459,Unknown,NA,3,3,4,4,3,10,13
14015532,BTC,3,1,2,1,1,3,4,7
14015574,BTC,2,2,3,4,4,3,9,12
14015609,BTS,3,2,2,2,3,3,6,9
14015633,BTC,3,4,3,3,3,4,10,14
14015660,BTC,2,3,4,4,3,1,11,12
14015673,BTC,2,4,4,1,4,1,9,10
14015676,Unknown,NA,2,3,4,4,3,9,12
14015726,BTC,3,3,2,2,2,3,7,10
14015733,BTS,4,2,2,3,2,1,7,8
14015857,BTC,1,2,1,1,1,1,4,5
14015922,BTC,3,2,2,2,2,4,6,10
14015946,BTC,1,2,1,1,1,3,4,7
14016009,BTC,NA,1,2,1,2,NA,4,NA
14016025,BTC,2,2,4,4,4,4,10,14
14016033,BTB,2,1,3,4,4,4,8,12
14016046,BTC,2,2,3,4,4,1,9,10
14016052,Unknown,NA,3,2,2,4,4,7,11
14016083,Unknown,NA,1,3,2,2,1,6,7
14016154,BTC,1,3,1,1,1,2,5,7
14016175,BTC,2,3,4,4,3,4,11,15
14016218,BTS,4,4,3,2,2,1,9,10
14016272,BTB,3,2,3,3,3,1,8,9
14016277,BTC,3,1,2,3,3,4,6,10
14016337,BTS,4,2,3,2,2,1,7,8
14016354,BTC,NA,3,1,2,1,NA,6,NA
14016394,BTS,2,2,4,3,3,4,9,13
14016462,BTC,1,3,1,2,1,2,6,8
14016486,BTC,1,1,1,2,1,3,4,7
14016499,BTC,2,1,3,3,4,1,7,8
14016501,BTC,1,1,1,2,1,1,4,5
14016528,BTC,2,4,4,3,4,1,11,12
14016531,BTC,2,3,3,3,4,1,9,10
14016539,BTC,3,2,2,2,2,3,6,9
14016544,BTC,2,2,3,4,4,4,9,13
14016550,BTC,1,3,1,1,1,3,5,8
14016571,BTC,1,3,1,1,1,2,5,7
14016579,BTC,2,4,2,2,4,3,8,11
14016695,BTC,2,3,3,4,3,1,10,11
14016700,BTC,2,3,3,3,4,4,9,13
14016702,Unknown,NA,1,2,2,2,4,5,9
14016791,Unknown,NA,2,3,4,4,1,9,10
14016904,BTC,2,1,3,3,3,1,7,8
14016971,BTS,2,3,3,4,3,2,10,12
14016977,BTC,3,3,2,3,3,3,8,11
14017065,BTC,2,3,3,4,4,3,10,13
14017072,BTC,2,2,3,4,4,1,9,10
14017076,Unknown,NA,4,2,1,2,4,7,11
14017160,BTC,2,3,3,4,4,1,10,11
14017255,BTC,2,2,3,4,3,3,9,12
14017314,BTB,2,4,4,2,3,3,10,13
14017365,Unknown,NA,3,3,4,4,1,10,11
14017370,BTB,2,3,4,4,4,4,11,15
14017384,Unknown,NA,3,3,4,4,1,10,11
14017420,Unknown,NA,3,1,1,1,2,5,7
14017466,Unknown,NA,1,1,1,1,2,3,5
14017542,BTC,1,4,2,2,1,2,8,10
14017571,BTC,2,4,3,2,4,4,9,13
14017588,BTC,3,1,2,1,1,4,4,8
14017592,BTC,1,4,2,2,1,1,8,9
14017625,BTC,1,3,1,2,1,2,6,8
14017672,Unknown,NA,3,3,4,4,3,10,13
14017762,BTC,3,1,4,2,3,2,7,9
14017795,BTC,2,3,4,3,4,2,10,12
14017831,BTB,3,1,3,3,4,1,7,8
14017833,BTC,NA,4,4,3,3,NA,11,NA
14017848,BTC,1,3,1,1,2,3,5,8
14017854,BTC,3,1,3,2,2,3,6,9
14017863,BTC,3,2,3,2,2,3,7,10
14017888,Unknown,NA,3,3,4,4,3,10,13
14017899,BTC,1,3,1,2,1,1,6,7
14018075,BTC,2,1,4,4,4,1,9,10
14018089,BTC,2,2,4,4,4,4,10,14
14018099,BTC,3,2,1,1,1,3,4,7
14018117,BTS,2,3,4,3,3,1,10,11
14018166,BTS,4,3,3,3,3,2,9,11
14018171,BTC,2,3,3,4,4,4,10,14
14018178,BTC,1,3,2,2,2,2,7,9
14018226,BTC,3,1,2,3,3,2,6,8
14018259,BTC,2,3,3,4,4,2,10,12
14018358,BTC,2,3,4,4,4,3,11,14
14018471,BTC,2,2,3,4,4,2,9,11
14018487,BTC,2,3,4,4,4,2,11,13
14018542,BTC,3,2,3,3,3,2,8,10
14021288,Unknown,NA,3,3,4,3,2,10,12
14075701,BTC,3,1,2,2,4,2,5,7
14075731,BTC,2,3,4,3,4,4,10,14
14075755,Unknown,NA,3,3,4,4,3,10,13
14075764,BTC,2,3,3,4,4,2,10,12
14075967,BTB,1,4,3,3,3,3,10,13
14075973,BTC,3,1,1,3,4,3,5,8
14076046,BTC,2,3,3,4,4,2,10,12
14076051,BTC,2,2,3,4,4,3,9,12
14076069,Unknown,NA,3,3,4,4,4,10,14
14076199,Unknown,NA,2,1,2,2,3,5,8
14076260,BTC,2,3,4,4,4,2,11,13
14076325,BTC,2,3,4,3,3,2,10,12
14076332,BTS,2,3,3,4,3,2,10,12
14076391,BTC,2,3,3,4,3,2,10,12
14076394,BTB,3,3,3,4,3,2,10,12
14076398,BTC,1,1,2,2,3,2,5,7
14076464,Unknown,NA,1,1,4,3,4,6,10
14076505,BTC,1,4,1,1,1,2,6,8
14076510,BTC,1,2,1,2,1,2,5,7
14076546,BTC,2,3,4,4,3,3,11,14
14076558,BTC,2,3,4,4,4,3,11,14
14076584,BTC,2,3,3,4,3,4,10,14
14076604,BTC,2,3,3,4,3,2,10,12
14076648,BTC,1,1,2,2,2,2,5,7
14076667,BTS,1,4,2,1,2,2,7,9
14076671,BTC,2,3,4,3,3,2,10,12
14076730,BTB,2,4,3,4,3,3,11,14
14076761,BTS,2,3,4,4,3,2,11,13
14076774,BTC,1,2,2,1,1,2,5,7
14076804,BTC,2,3,3,4,3,2,10,12
14076818,BTC,3,1,2,2,2,4,5,9
14076829,BTC,1,3,1,1,1,3,5,8
14076844,Unknown,NA,3,3,4,3,4,10,14
14076913,BTC,2,3,3,4,3,2,10,12
14076946,BTS,4,3,3,2,2,2,8,10
14077020,Unknown,NA,1,1,1,1,3,3,6
14077043,BTC,2,3,3,4,3,2,10,12
14077077,BTS,3,2,2,3,2,3,7,10
14077080,BTC,2,3,4,4,3,2,11,13
14077104,BTC,2,3,3,4,3,2,10,12
14077107,Unknown,NA,3,3,4,4,3,10,13
14077115,BTC,1,3,2,2,2,2,7,9
14077120,BTC,1,2,1,1,2,2,4,6
14077157,BTC,2,3,3,4,3,2,10,12
14077166,BTC,2,2,3,4,4,4,9,13
14077224,BTC,2,4,4,4,3,4,12,16
14077259,BTC,1,2,1,1,2,3,4,7
14077261,BTC,2,4,4,4,3,3,12,15
14077263,BTC,2,4,4,4,4,4,12,16
14077273,Unknown,NA,4,3,4,3,3,11,14
14077295,BTC,2,1,4,3,4,4,8,12
14077301,BTC,3,2,2,2,2,3,6,9
14077302,BTS,4,3,2,2,1,2,7,9
14077303,BTC,2,3,4,4,3,2,11,13
14077326,BTC,2,3,4,4,3,2,11,13
14077328,BTB,2,1,3,4,4,4,8,12
14077366,BTC,3,3,2,2,2,3,7,10
14077388,BTC,2,3,3,4,3,2,10,12
14077404,BTC,2,3,3,4,3,2,10,12
14077435,BTB,2,3,4,3,4,3,10,13
14077440,BTS,2,3,4,4,3,3,11,14
14077493,BTC,2,3,3,4,3,3,10,13
14077507,BTC,2,3,4,4,3,2,11,13
14077531,BTC,1,2,2,2,1,2,6,8
14077549,BTC,1,3,1,1,1,2,5,7
14077623,Unknown,NA,3,1,2,1,3,6,9
14077629,BTC,3,2,2,3,2,2,7,9
14077705,BTC,1,1,1,1,1,2,3,5
14077740,BTC,2,3,3,4,3,2,10,12
14077772,BTC,2,3,3,3,3,4,9,13
14077782,BTB,2,1,2,3,3,2,6,8
14077860,BTC,1,3,3,1,1,2,7,9
14077901,BTC,3,4,2,3,3,4,9,13
14077902,BTC,1,4,2,1,1,3,7,10
14077945,Unknown,NA,3,3,4,3,4,10,14
14077952,BTC,2,3,3,4,3,2,10,12
14077964,BTC,2,3,3,4,3,4,10,14
14077974,BTC,2,3,4,4,3,2,11,13
14078026,BTC,1,1,2,2,2,2,5,7
14078117,BTC,2,4,3,4,3,4,11,15
14078188,BTC,2,4,3,4,3,2,11,13
14078248,BTC,2,4,4,4,3,4,12,16
14078254,BTS,2,4,3,4,3,3,11,14
14078262,BTC,2,4,4,4,4,4,12,16
14078283,BTC,NA,1,3,4,4,NA,8,NA
14078311,BTC,2,4,4,3,3,4,11,15
14078331,BTC,2,2,4,4,4,2,10,12
14078386,BTC,2,4,4,4,3,2,12,14
14078389,BTC,3,2,2,2,3,4,6,10
14078418,BTC,2,4,3,4,3,4,11,15
14078422,BTC,2,4,4,4,3,2,12,14
14078425,BTC,2,4,4,3,4,2,11,13
14078441,BTS,NA,1,2,3,3,NA,6,NA
14078446,BTC,1,1,2,2,1,2,5,7
14078463,BTC,2,1,2,3,4,2,6,8
14078480,BTC,2,3,4,3,3,3,10,13
14078507,BTC,2,4,3,4,3,2,11,13
14078517,BTC,2,4,4,4,3,4,12,16
14078530,BTC,2,4,3,4,3,2,11,13
14078548,BTB,2,4,4,4,4,3,12,15
14078563,BTC,2,4,3,4,3,4,11,15
14078573,BTC,2,4,3,4,3,2,11,13
14078608,BTS,2,4,4,4,3,3,12,15
14078632,BTC,2,4,3,4,3,2,11,13
14078640,BTB,2,4,4,3,4,3,11,14
14078669,BTC,2,4,3,4,3,2,11,13
14078753,BTS,4,1,2,2,2,2,5,7
14078853,Unknown,NA,4,1,1,1,2,6,8
14079028,Unknown,NA,4,3,4,3,4,11,15
14079038,BTC,3,4,2,3,2,3,9,12
14079111,BTC,2,4,4,3,4,4,11,15
14079143,BTC,1,3,1,2,1,3,6,9
14079317,BTC,2,4,4,4,3,2,12,14
14079319,BTB,3,1,4,3,3,2,8,10
14079381,BTC,3,2,3,3,3,4,8,12
14079460,BTC,3,2,2,1,2,3,5,8
14079535,BTC,1,4,4,1,1,4,9,13
14079722,BTS,1,1,2,1,1,2,4,6
14079746,BTC,NA,3,2,2,2,NA,7,NA
14079755,BTS,2,4,4,4,4,2,12,14
14080040,Unknown,NA,2,2,2,2,3,6,9
14080059,BTC,3,1,1,1,4,2,3,5
14080061,Unknown,NA,2,1,2,1,4,5,9
14080160,BTC,2,3,4,4,4,3,11,14
14080271,BTC,1,1,2,2,1,2,5,7
14080272,BTS,1,4,1,1,1,2,6,8
14080286,BTC,3,2,2,1,3,3,5,8
14080298,BTS,3,4,3,3,2,3,10,13
14080699,BTC,2,4,3,3,3,4,10,14
14080736,BTC,3,4,3,3,3,4,10,14
14080764,BTC,2,1,4,4,4,3,9,12
14080836,BTC,NA,3,1,1,1,NA,5,NA
14080908,BTC,1,4,1,1,1,2,6,8
14081042,BTC,1,2,2,2,1,2,6,8
14081110,Unknown,NA,2,2,2,2,3,6,9
14081220,BTC,3,1,4,2,4,3,7,10
14081518,BTC,2,4,4,3,3,4,11,15
14081638,BTC,2,4,3,4,4,2,11,13
14081683,BTC,2,3,4,4,3,2,11,13
14081774,BTC,2,4,3,4,3,2,11,13
14081797,BTC,3,3,2,3,2,2,8,10
14081811,BTB,2,2,2,2,4,3,6,9
14081835,BTB,1,2,2,3,2,2,7,9
14081838,BTC,1,4,2,2,1,2,8,10
14081870,BTC,2,4,3,4,3,4,11,15
14081876,BTS,3,2,2,2,2,4,6,10
14081884,BTC,2,1,3,3,3,2,7,9
14081939,BTC,2,2,3,3,3,4,8,12
14081993,Unknown,NA,4,3,4,3,2,11,13
14082002,BTC,2,4,4,4,4,3,12,15
14082014,BTC,3,2,3,3,3,3,8,11
14082033,BTC,2,4,4,4,3,3,12,15
14082115,BTS,4,4,3,2,2,2,9,11
14082129,Unknown,NA,1,1,2,2,4,4,8
14082178,BTC,2,2,4,3,3,2,9,11
14082202,BTC,2,4,4,4,3,4,12,16
14082204,BTC,2,2,3,4,4,2,9,11
14082297,BTC,1,1,2,1,1,2,4,6
14082333,BTC,2,4,4,4,3,4,12,16
14082338,BTB,1,2,2,4,2,2,8,10
14082383,Unknown,NA,4,3,4,3,3,11,14
14082408,BTC,2,2,4,4,4,2,10,12
14082449,BTC,2,4,3,4,3,4,11,15
14082455,BTC,2,4,3,4,3,2,11,13
14082462,BTC,2,4,4,4,3,2,12,14
14082471,Unknown,NA,4,3,4,3,4,11,15
14082503,BTS,4,3,2,2,2,2,7,9
14082524,BTC,1,2,1,1,1,2,4,6
14082542,BTC,2,4,3,4,3,2,11,13
14082556,BTC,2,4,4,3,3,4,11,15
14082579,BTS,1,4,3,1,2,2,8,10
14082611,BTS,NA,1,3,1,4,NA,5,NA
14082683,BTC,1,2,1,1,1,2,4,6
14082730,BTC,1,4,4,1,2,2,9,11
14082738,BTC,2,4,4,4,4,2,12,14
14082758,BTC,1,3,1,2,1,3,6,9
14082779,BTC,3,4,3,1,3,3,8,11
14082799,BTC,2,4,3,4,3,2,11,13
14082800,BTB,2,4,3,4,3,4,11,15
14082850,BTC,3,4,2,3,2,4,9,13
14082867,BTB,1,3,3,3,2,2,9,11
14082918,BTB,3,4,3,3,3,2,10,12
14082975,BTC,2,4,3,4,3,2,11,13
14082993,BTC,3,3,1,2,1,3,6,9
14082997,BTC,2,4,3,4,4,2,11,13
14083001,BTS,1,4,1,1,1,2,6,8
14083047,BTC,3,1,3,3,2,3,7,10
14083057,BTC,2,4,4,3,4,4,11,15
14083127,BTC,2,4,3,4,3,3,11,14
14083141,BTC,1,1,1,1,1,3,3,6
14083189,BTC,3,3,3,2,3,4,8,12
14083205,BTC,2,2,4,4,4,4,10,14
14083230,BTC,3,2,1,2,2,4,5,9
14083235,BTC,2,4,4,4,4,4,12,16
14083340,BTC,2,2,3,4,4,2,9,11
14083350,BTC,2,4,4,4,3,4,12,16
14083434,BTC,2,4,3,4,3,2,11,13
14083558,Unknown,NA,1,2,2,2,NA,5,NA
14083624,BTC,2,2,3,4,4,4,9,13
14083629,BTB,3,1,3,4,4,2,8,10
14083637,BTS,2,1,3,4,4,3,8,11
14083641,BTC,3,2,3,3,4,4,8,12
14083654,BTC,1,1,1,1,1,2,3,5
14083695,BTC,2,2,3,4,4,4,9,13
14083720,BTC,2,3,3,3,3,2,9,11
14083759,BTS,2,4,4,4,4,4,12,16
14083762,BTB,3,4,4,4,3,2,12,14
14083773,BTC,3,1,1,3,4,4,5,9
14083900,BTC,1,2,2,2,1,2,6,8
14083907,BTC,1,1,2,2,1,2,5,7
14083916,BTC,2,4,4,3,4,4,11,15
14083917,BTC,2,4,2,3,3,3,9,12
14083929,BTC,2,2,3,3,4,3,8,11
14083946,BTC,2,1,4,4,4,2,9,11
14083982,BTC,2,1,3,4,4,2,8,10
14084046,BTC,2,2,4,3,4,4,9,13
14084076,BTC,2,2,3,4,4,2,9,11
14084108,BTC,2,1,4,3,4,4,8,12
14084213,BTS,NA,1,4,4,4,NA,9,NA
14084241,BTS,2,1,3,4,4,4,8,12
14084248,BTC,3,1,3,3,3,4,7,11
14084254,BTC,2,4,4,4,4,3,12,15
14084285,BTC,1,2,1,1,1,2,4,6
14084298,Unknown,NA,1,3,4,4,2,8,10
14084516,BTS,2,3,4,2,4,3,9,12
14084520,BTC,1,2,1,2,1,2,5,7
14084559,BTC,2,4,4,3,3,2,11,13
14084569,Unknown,NA,1,3,4,4,4,8,12
14084580,BTC,2,3,4,3,3,2,10,12
14084595,BTC,3,2,2,2,2,4,6,10
14084649,BTC,2,4,4,4,4,2,12,14
14084668,BTC,2,1,4,4,4,2,9,11
14084714,BTC,2,1,4,4,4,4,9,13
14084725,BTC,NA,1,3,4,4,NA,8,NA
14084753,BTB,3,1,4,4,4,2,9,11
14084815,BTB,1,2,2,3,2,2,7,9
14084817,BTC,2,1,3,4,4,2,8,10
14084849,BTC,2,1,4,4,4,4,9,13
14084957,BTC,1,1,2,2,2,2,5,7
14084975,BTC,2,3,3,4,4,4,10,14
14084979,BTC,1,4,2,2,1,3,8,11
14085078,Unknown,NA,2,3,4,4,4,9,13
14085143,BTC,2,2,4,3,4,3,9,12
14085212,BTC,3,1,2,3,2,4,6,10
14085242,BTC,2,3,4,4,4,2,11,13
14085324,BTB,1,2,1,1,1,3,4,7
14085364,BTC,2,1,3,4,4,4,8,12
14085379,BTC,2,2,3,3,3,2,8,10
14085443,Unknown,NA,2,3,4,4,4,9,13
14085463,BTC,2,1,3,4,4,2,8,10
14085515,BTC,3,1,4,2,3,4,7,11
14085521,BTC,3,3,3,3,3,4,9,13
14085703,BTC,2,3,3,3,4,3,9,12
14085783,BTC,2,2,4,3,4,4,9,13
14085870,BTC,NA,3,3,3,2,NA,9,NA
14085880,BTC,2,1,3,4,4,2,8,10
14085890,BTC,1,3,2,2,3,2,7,9
14085916,BTC,2,1,4,3,4,3,8,11
14085932,BTC,2,3,4,4,3,2,11,13
14085943,BTC,3,2,1,2,2,3,5,8
14085967,BTC,2,1,3,4,4,3,8,11
14086022,BTS,4,3,3,2,2,2,8,10
14086037,BTS,1,4,2,1,1,2,7,9
14086041,BTC,1,2,2,1,1,2,5,7
14086083,BTC,1,4,2,2,2,3,8,11
14086085,BTC,2,1,4,4,4,4,9,13
14086154,BTC,1,4,2,1,1,2,7,9
14086178,BTC,2,2,2,3,4,2,7,9
14086235,BTC,2,4,4,4,3,2,12,14
14086256,Unknown,NA,1,1,1,2,3,3,6
14086279,BTC,2,1,3,4,4,2,8,10
14086347,BTB,3,3,4,4,4,2,11,13
14086388,BTC,2,4,3,3,2,2,10,12
14086482,BTC,2,1,3,4,4,2,8,10
14086499,BTC,2,1,4,4,4,3,9,12
14086529,BTC,2,3,3,4,4,4,10,14
14086548,Unknown,NA,1,3,4,4,4,8,12
14086591,BTC,2,4,4,1,4,4,9,13
14086605,BTC,2,1,3,4,4,2,8,10
14086677,Unknown,NA,1,3,4,4,NA,8,NA
14086685,BTC,2,1,3,4,4,4,8,12
14086710,BTC,1,4,1,1,2,2,6,8
14086836,BTC,2,1,4,4,4,4,9,13
14086853,BTC,NA,1,3,4,4,NA,8,NA
14086858,BTC,1,4,2,2,1,2,8,10
14087006,Unknown,NA,4,2,1,2,4,7,11
14087068,BTC,2,4,3,4,3,2,11,13
14087130,BTC,1,1,1,1,1,2,3,5
14087390,BTC,2,1,4,3,3,2,8,10
14087485,BTC,2,4,3,4,3,4,11,15
14087551,BTC,2,1,3,4,4,2,8,10
14087590,BTC,3,1,1,3,4,3,5,8
14087711,BTC,2,1,3,4,4,2,8,10
14087751,BTC,3,2,3,3,3,4,8,12
14087842,BTC,1,2,2,2,2,2,6,8
14087883,BTC,2,1,3,4,4,2,8,10
14087921,BTS,2,4,4,3,4,4,11,15
14087995,BTC,1,4,3,2,3,2,9,11
14088014,BTC,NA,2,2,1,3,NA,5,NA
14088050,BTC,2,1,4,4,4,2,9,11
14088051,BTC,2,4,4,4,3,2,12,14
14088061,BTC,2,1,3,4,4,2,8,10
14088063,BTC,2,1,4,3,4,2,8,10
14088188,BTC,2,1,3,4,4,2,8,10
14088233,BTC,2,2,3,4,4,3,9,12
14088261,BTC,1,2,1,1,1,2,4,6
14088265,BTC,1,1,1,1,1,2,3,5
14088357,BTC,1,1,2,3,2,2,6,8
14088373,BTS,2,2,3,3,4,3,8,11
14088380,BTC,1,4,1,2,1,2,7,9
14088423,BTC,2,1,3,4,4,2,8,10
14088425,BTC,2,3,4,4,4,2,11,13
14088496,BTS,2,1,3,4,4,3,8,11
14088527,BTC,1,1,1,1,1,2,3,5
14088621,BTC,2,1,3,4,4,2,8,10
14088647,Unknown,NA,1,3,4,4,2,8,10
14088724,BTC,1,2,1,1,1,3,4,7
14088734,BTC,3,2,1,1,3,3,4,7
14088931,BTC,NA,2,3,1,1,NA,6,NA
14088947,BTC,2,1,3,4,4,2,8,10
14088982,BTC,2,3,3,4,3,2,10,12
14089009,BTC,2,1,3,4,4,2,8,10
14089019,BTS,3,3,4,2,3,3,9,12
14089061,BTC,1,2,1,1,1,2,4,6
14089188,BTC,2,1,3,4,4,2,8,10
14089208,BTC,2,1,3,4,4,2,8,10
14089265,BTC,2,2,4,3,4,2,9,11
14089321,BTB,1,4,2,2,1,2,8,10
14089350,BTC,1,2,2,2,1,3,6,9
14089379,BTC,2,1,3,4,4,2,8,10
14089404,BTC,1,4,3,2,1,2,9,11
14089413,BTC,1,3,1,1,1,2,5,7
14089414,BTC,3,2,1,2,2,3,5,8
14089415,BTC,3,2,2,2,4,4,6,10
14089419,BTC,2,1,3,4,4,2,8,10
14089445,BTC,3,2,4,2,2,4,8,12
14089468,BTC,3,4,2,3,2,4,9,13
14089504,BTB,2,1,4,4,4,4,9,13
14089517,BTC,3,1,1,1,4,2,3,5
14089575,BTC,2,1,3,4,4,2,8,10
14089604,BTC,3,1,1,3,4,4,5,9
14089670,BTC,1,3,1,1,1,2,5,7
14089700,BTB,3,1,3,4,4,2,8,10
14089753,BTS,3,4,2,2,4,2,8,10
14089767,BTC,2,2,3,4,4,2,9,11
14089794,BTC,2,2,2,3,4,2,7,9
14089816,BTC,2,1,4,4,4,3,9,12
14089901,Unknown,NA,4,2,3,3,2,9,11
14089910,Unknown,NA,3,2,2,2,4,7,11
14090007,Unknown,NA,2,3,4,4,3,9,12
14090075,BTC,2,2,3,4,4,2,9,11
14090123,BTC,2,2,3,4,4,2,9,11
14090157,BTC,1,2,1,2,1,3,5,8
14090196,BTC,2,2,3,4,4,3,9,12
14090222,BTC,2,2,4,4,4,3,10,13
14090252,Unknown,NA,2,3,4,4,3,9,12
14090365,BTC,2,2,3,4,4,4,9,13
14090419,Unknown,NA,1,1,1,1,2,3,5
14090503,BTC,NA,2,2,1,2,NA,5,NA
14090526,BTC,3,1,4,2,2,4,7,11
14090556,BTC,2,2,4,4,4,2,10,12
14090582,BTC,2,2,4,3,4,4,9,13
14090595,BTC,2,4,3,3,3,4,10,14
14090602,BTC,2,3,3,4,3,4,10,14
